,Row.names,Normal1,Normal2,Normal3,NPC1,NPC2,NPC3,NPC4,NPC5,NPC6,NPC7,NPC8,NPC9,NPC10,NPC11,NPC12,NPC13,NPC14,NPC15,NPC16,NPC17,NPC18,NPC19,NPC20,NPC21,NPC22,NPC23,NPC24,NPC25,array_ID,Gene_symbol,gene_ID,logFC,AveExpr,t,P.Value,adj.P.Val,B,symbol,mouse_symbol
3852,FGF7,40.919,52.8684,11.0598,7.02392,20.8449,9.71344,31.5446,17.6914,8.7848,13.7986,26.1607,22.7982,14.2355,10.03,18.4702,44.9076,10.2141,13.8893,11.6227,19.0534,28.0977,16.2869,31.9003,9.60497,18.4596,39.3736,12.2863,14.0105,205782_at,FGF7,2252,-16.11693747,20.55894393,-2.325617744,0.027831678,0.450117263,-4.279000196,FGF7,Fgf7
9750,ROBO3,7.22361,6.63125,2.77409,7.30703,3.4547,2.53003,3.27999,2.88174,3.07812,7.55796,4.52889,2.81836,4.39098,2.9164,12.1958,2.45496,2.3891,3.08548,3.65513,4.93008,2.93684,4.09839,10.0682,3.36821,8.47733,4.76199,4.52118,2.49153,219550_at,ROBO3,64221,-0.975846533,4.671691786,-0.442480891,0.661681465,0.94161698,-4.672972349,ROBO3,Robo3
9751,ROBO4,43.1192,85.1062,44.2297,34.6427,41.8193,57.3234,45.6382,55.9514,27.3204,38.6379,57.026,48.0854,50.8479,43.5489,48.6587,42.0639,93.5569,44.5817,33.4963,59.2693,63.4281,55.5614,39.6615,44.9265,88.4792,83.9769,51.2823,51.1621,220758_s_at,ROBO4,54538,-5.447181333,52.62147857,-0.52666878,0.602743198,0.931068479,-4.665741424,ROBO4,Robo4
9752,ROCK1,347.425,129.418,294.713,205.987,297.742,163.196,318.436,298.899,317.273,141.867,368.548,304.746,192.747,274.213,389.909,339.69,257.071,174.363,255.782,272.691,350.29,258.425,273.163,253.038,211.727,225.113,160.601,331.114,213044_at,ROCK1,6093,8.279906667,264.5781071,0.189603204,0.851044599,0.976840817,-4.687254112,ROCK1,Rock1
9753,ROCK2,82.3783,119.27,93.3389,78.5576,132.015,53.1018,58.8062,99.5679,49.4895,99.254,72.659,103.857,116.94,55.7954,77.9311,99.706,84.3028,31.0352,87.3743,96.095,119.139,73.5467,90.1276,101.506,55.5964,120.757,77.5244,80.3145,202762_at,ROCK2,9475,-13.72909067,86.07095,-0.920100818,0.365704306,0.867539686,-4.616379925,ROCK2,Rock2
9754,ROGDI,86.889,140.633,97.9186,126.241,56.838,106.717,82.7645,142.296,60.0505,130.641,129.624,141.598,48.4776,108.841,160.172,85.2393,146.909,183.022,73.3451,172.961,124.067,101.388,123.584,102.637,88.5701,99.878,140.158,69.402,218394_at,ROGDI,79641,3.736644,111.8164893,0.173469888,0.863581864,0.979606401,-4.687780432,ROGDI,Rogdi
9755,ROM1,24.0505,20.3712,23.5872,27.1368,21.5321,20.3501,12.0541,11.6737,15.1024,21.4883,17.7772,16.7861,19.9211,28.9241,23.9397,3.80786,9.40674,16.5003,12.2319,16.5999,18.3612,24.5226,18.6704,8.42825,4.432,7.03956,22.1935,16.7217,205806_at,ROM1,6094,-6.045568933,17.27180393,-1.440449777,0.161287631,0.727627047,-4.515935581,ROM1,Rom1
11593,TJP3,31.6001,53.8473,25.0452,15.6013,30.2263,14.971,18.907,22.5903,3.9617,27.3559,29.9714,7.5339,27.7498,19.8698,34.0992,19.7845,15.7369,9.98887,24.9734,4.66086,44.5359,28.9771,34.3905,18.487,18.6542,10.5773,16.6141,18.0847,35148_at,TJP3,27134,-16.09874947,22.45698321,-2.502290545,0.018726887,0.408618759,-4.225479248,TJP3,Tjp3
9758,ROR2,15.8501,10.0365,7.56556,59.2776,13.834,14.9593,13.1273,12.8744,6.68867,11.4062,20.7014,17.3213,4.98149,14.9931,13.2039,5.64699,10.4193,17.5557,2.81216,3.08568,17.0522,2.06393,20.3826,9.57281,7.26603,26.5713,11.8989,6.2158,205578_at,ROR2,4920,2.6057624,13.47729357,0.38569904,0.702755333,0.947879091,-4.677158081,ROR2,Ror2
9759,RORA,22.684,5.62004,41.8473,16.1534,16.8603,31.9007,32.6668,26.859,73.5217,30.5094,26.9522,20.6064,33.6745,26.6448,39.1355,24.1718,43.3523,26.6762,12.9557,35.9758,25.5881,23.4266,45.4539,38.3126,31.8428,42.4766,36.7045,30.0644,210426_x_at,RORA,6095,8.31566,30.80847643,1.066968626,0.295475881,0.823911034,-4.591784458,RORA,Rora
9760,RORB,2.70498,3.45249,1.34754,2.37115,1.09674,2.07352,2.4555,1.39141,2.9784,1.14151,3.43554,1.9212,1.29598,2.10547,3.12043,1.64138,3.81247,1.88996,3.7825,9.13764,2.11097,2.1319,1.4405,2.17276,4.78149,2.15319,2.12994,2.0949,206443_at,RORB,6096,0.084988,2.577552143,0.045996309,0.963653224,0.994669966,-4.690297057,RORB,Rorb
1974,CFAP46,30.9071,25.0359,24.2243,4.07152,13.3224,4.90789,15.7486,2.87119,9.46192,7.79203,38.2867,2.70335,2.92088,9.70259,3.65017,15.4409,8.30433,2.96136,4.15556,19.0857,40.2554,13.3839,2.51197,3.25359,2.43064,16.1819,16.2866,6.64779,220539_at,CFAP46,54777,-16.06887813,12.37522071,-2.636858762,0.013733178,0.364991827,-4.18392488,CFAP46,Cfap46
9762,ROS1,22.8182,40.0855,17.1933,21.4823,17.9986,17.3222,11.666,25.0325,17.8188,19.7642,43.7856,11.3431,16.3143,27.6381,30.803,40.8722,37.4891,29.2929,16.605,26.1559,23.877,39.5982,15.8887,12.7264,35.7578,38.6358,20.6595,15.787,207569_at,ROS1,6098,-2.126432,24.8004,-0.338361444,0.737719602,0.955897802,-4.680217307,ROS1,Ros1
9763,RP2,33.5667,0.664197,39.6468,14.8588,29.8408,25.4246,23.2221,24.0505,42.337,44.0445,15.9755,32.8961,39.6633,17.7361,34.4135,38.4874,28.4417,25.6582,48.6304,29.2414,30.81,38.7483,21.2139,22.1542,14.5821,18.2501,15.2112,25.3328,205191_at,RP2,6102,3.423081,27.68222132,0.499121697,0.621754293,0.935186834,-4.668241232,RP2,Rp2
9764,RPA1,352.594,178.289,231.171,315.261,427.488,314.705,322.21,243.804,237.115,369.539,279.973,498.992,264.591,484.616,208.482,188.579,162.322,91.5683,112.236,132.164,177.018,218.31,217.89,198.12,255.909,160.097,270.505,373.315,201529_s_at,RPA1,6117,6.974372,260.2451179,0.108793637,0.914174279,0.990708393,-4.689422106,RPA1,Rpa1
9765,RPA2,327.349,195.215,288.147,210.5,220.443,269.393,329.965,281.343,302.676,273.39,351.155,227.803,269.782,264.895,343.379,286.451,275.988,367.282,289.935,206.794,231.363,237.81,214.065,251.588,248.719,227.005,271.228,244.109,201756_at,RPA2,6118,-2.35456,268.1347143,-0.083691,0.933922298,0.993357471,-4.689856959,RPA2,Rpa2
9766,RPA3,218.006,77.8537,157.878,237.681,290.16,259.966,308.971,141.998,163.587,104.237,203.427,272.286,246.974,182.139,167.386,131.232,230.226,341.016,134.029,322.553,194.512,248.19,323.347,106.194,168.964,175.492,760.533,321.056,209507_at,RPA3,6119,90.20034,231.7819179,1.185925859,0.246029385,0.802499782,-4.569607909,RPA3,Rpa3
9768,RPAIN,19.4077,34.7378,31.8312,19.6265,27.3486,36.8561,33.9551,43.9035,32.7908,18.3361,41.6851,40.6762,40.2757,26.3079,36.6237,37.2584,24.9474,21.8444,25.5251,16.2704,15.4783,18.1938,30.1532,29.9998,47.7629,13.9834,10.0701,53.3346,216961_s_at,RPAIN,84268,1.069384,29.61370714,0.154362627,0.878477019,0.98208303,-4.6883435,RPAIN,Rpain
9769,RPAP1,56.7009,54.0815,55.444,78.2087,52.4749,58.9404,29.2855,45.8395,50.8856,91.0317,49.7759,75.6539,79.2691,88.979,49.729,67.1782,52.5093,88.8935,54.942,87.5835,77.5842,54.8258,51.0171,78.1051,64.2832,78.8767,99.0258,84.6321,218441_s_at,RPAP1,26015,12.172388,66.27700357,1.156997166,0.257452546,0.807942496,-4.575179962,RPAP1,Rpap1
9770,RPAP2,16.4575,12.156,21.7049,34.722,7.80192,15.3733,30.398,14.0827,8.66292,43.1488,29.2857,3.90434,28.0356,12.6151,27.834,9.33934,3.9312,21.5444,23.0294,24.8334,19.3974,13.7361,19.3693,16.4035,5.07509,10.3259,14.1826,8.52392,219504_s_at,RPAP2,79871,1.0494372,17.7097975,0.169241169,0.866874172,0.980260844,-4.687910681,RPAP2,Rpap2
9771,RPAP3,73.0197,23.7617,109.524,64.3782,100.87,50.9917,89.748,109.994,46.1866,90.2987,95.807,76.7863,55.5307,76.8955,75.1255,90.4452,79.4115,63.0649,112.36,130.945,88.0881,119.617,93.3337,91.0055,78.0331,63.42,159.752,76.2013,218842_at,RPAP3,79657,18.36311333,85.16410357,1.104644078,0.27910434,0.814198755,-4.584973129,RPAP3,Rpap3
9773,RPE,51.7466,64.8253,32.4387,35.7443,109.172,59.5957,53.9969,64.4607,37.1505,80.5387,37.9537,87.8361,144.511,99.9506,65.424,58.0457,46.5156,56.125,167.518,43.9372,49.3985,87.9717,68.7097,79.0456,79.4222,34.0611,68.0037,96.1537,221770_at,RPE,6120,22.779476,70.00901786,1.184158219,0.246716439,0.802499782,-4.569951617,RPE,Rpe
9774,RPE65,6.45314,13.2083,0.753904,2.68319,0.858898,2.30801,0.772231,4.66041,0.467372,5.75215,0.211252,0.446089,9.22224,9.60318,9.85956,0.79001,12.4332,0.656299,0.98774,10.0892,6.42513,4.83242,2.75742,1.49023,11.3937,16.7241,1.01488,4.69121,207107_at,RPE65,6121,-1.959909827,5.055195179,-0.595750601,0.556325491,0.921293269,-4.6589063,RPE65,Rpe65
9776,RPF1,310.049,229.982,419.866,249.056,190.729,412.829,375.277,184.2,223.367,245.017,246.359,218.851,202.52,289.481,275.255,246.329,328.232,211.893,190.427,286.718,275.368,395.817,349.64,177.643,231.593,195.679,243.642,133.518,218462_at,RPF1,80135,-64.78806667,262.1191786,-1.467379957,0.153877057,0.724936012,-4.509796717,RPF1,Rpf1
9777,RPGR,42.1119,16.798,35.1099,31.0373,37.3988,26.7703,41.4729,35.3162,38.9159,39.0665,51.0868,25.5958,32.2251,35.3074,28.3761,44.3403,54.4603,53.0118,40.016,46.8757,48.6951,32.9913,23.5752,27.7042,10.2905,29.2634,37.7091,28.0857,207624_s_at,RPGR,6103,4.643574667,35.48598214,0.708891003,0.484495617,0.907156613,-4.645992373,RPGR,Rpgr
9778,RPGRIP1,35.3841,64.003,34.2081,28.1835,22.3296,27.0814,29.1724,30.4124,22.892,32.0921,42.9309,13.9138,43.9471,36.535,38.4045,13.3598,58.6413,34.9649,30.2296,41.0568,58.516,32.6793,34.4653,27.2653,58.4236,28.4099,52.7496,33.3467,206608_s_at,RPGRIP1,57096,-9.651621333,35.91421429,-1.228400801,0.229944029,0.794252233,-4.561223718,RPGRIP1,Rpgrip1
9779,RPGRIP1L,16.7469,27.959,1.43911,17.2574,12.6422,4.86671,6.45697,16.0125,10.6074,22.4812,29.1119,4.85099,13.1607,16.8737,12.7802,16.113,20.9564,23.3519,25.7579,10.1061,24.4574,24.5303,10.7153,9.37685,7.3296,22.8136,22.2371,17.3305,213959_s_at,RPGRIP1L,23322,0.7054428,16.01152964,0.14370804,0.886803005,0.984072033,-4.688629065,RPGRIP1L,Rpgrip1l
9780,RPH3A,15.1039,37.2317,5.78345,15.8435,33.3583,22.4582,11.4736,14.09,32.4376,2.01084,32.0556,24.0543,16.232,26.8546,27.0138,10.4819,35.1712,30.4609,27.3656,56.6891,15.6526,21.5261,17.7392,18.3075,36.3044,8.16252,32.1368,19.3605,205230_at,RPH3A,22895,4.116609733,23.04856107,0.561494267,0.579112541,0.927969676,-4.662396418,RPH3A,Rph3a
9781,RPH3AL,18.7276,31.9758,32.2491,37.3503,31.8941,34.5751,32.4959,36.2213,41.1951,109.215,39.9608,36.5482,29.5193,73.8815,43.8619,30.2504,50.1399,43.8798,48.7675,54.9834,39.7124,51.9037,25.5031,22.7598,25.5091,22.6082,23.6614,22.5459,221614_s_at,RPH3AL,9501,12.70689067,38.99627143,1.149848546,0.260334365,0.807942496,-4.576539393,RPH3AL,Rph3al
5438,ITGA2B,39.0555,76.4496,48.0768,45.3128,53.5017,22.7076,31.7313,26.8902,57.2672,33.3496,50.2468,35.6073,40.3076,27.6802,33.412,45.0585,43.7211,27.3466,41.5327,56.9133,30.4595,36.0101,25.1832,44.2826,57.8457,41.1902,38.602,18.0336,206493_at,ITGA2B,3674,-15.959564,40.27768929,-2.157824923,0.040041692,0.50472549,-4.32842432,ITGA2B,Itga2b
9783,RPL10,619.584,714.32,723.728,1435.69,679.969,1604,955.373,874.55,705.698,987.981,601.507,994.051,716.732,1003,539.191,801.959,1232.35,1837.84,1242.62,851.707,677.098,822.929,1121.57,1333.81,952.046,833.055,1512.89,737.691,201757_at,RPL10,6134,316.3349467,968.31925,1.627643245,0.115267577,0.678175962,-4.471607746,RPL10,Rpl10
9784,RPL10A,2774.63,2398.43,1308.99,2203.5,2339.43,2412.99,3192.51,1745.32,1639.02,3032.98,2052.01,1128.56,2459.91,1756.14,1964.69,2120.46,1757.79,3456.74,1809.43,1617.55,2238.08,2341.91,2050.06,1941.91,2588.41,1573.21,1598.89,1369.42,200036_s_at,RPL10A,4736,-65.04653333,2102.606071,-0.187984721,0.852300593,0.977429347,-4.687309013,RPL10A,Rpl10a
9785,RPL10L,64.1563,60.0384,43.0271,24.9903,44.6476,31.8661,46.9388,22.7955,34.7967,31.2628,57.4138,11.0231,35.2454,17.0367,41.5901,69.8011,10.1556,82.8223,66.0814,41.4368,39.7989,40.6245,22.0758,9.11181,27.8216,30.7756,11.4537,7.33131,217559_at,RPL10L,140801,-21.3847072,36.64711143,-1.8352034,0.077564769,0.617173304,-4.418318383,RPL10L,Rpl10l
9786,RPL11,3183.1,2798.81,2717.87,2377.83,2163.94,2946.71,3567.62,2118.6,2273.03,3428.78,2787.92,1313.99,2025.07,1434.59,2219.36,3262.21,2335.89,4270.2,2500.67,1884.32,2689.61,2964.51,2785.25,1848.2,3057.86,2774.5,3768.42,2106.77,200010_at,RPL11,6135,-303.6926667,2628.7725,-0.732480973,0.470214543,0.903950061,-4.64303563,RPL11,Rpl11
9787,RPL12,4395.56,5092.68,3222.18,3649.82,3705.59,3421.33,5416.25,2629.73,3643.19,4291.58,4432.78,1985.58,4148.95,3282.43,3888.35,2767.11,2682.25,8383.49,2646.07,2231.79,3651.77,3842.31,4888.95,4534.15,4574.74,3602.75,4153.64,3982.58,200809_x_at,RPL12,6136,-379.3194667,3898.128571,-0.509676015,0.614437877,0.934016259,-4.66729877,RPL12,Rpl12
9790,RPL14,2048.98,2394.13,1735.32,1386.13,1740.05,1560.29,2505.6,1143.66,1728.3,1959.27,1895.42,838.31,1641.63,1353.74,1273.81,1633.26,1439.5,2825.11,1264.67,1807.24,2188.97,1963.18,1937.14,1644.41,1620.45,1453.65,1395.48,1323.4,213588_x_at,RPL14,9045,-398.5698667,1703.610714,-1.57352262,0.127296097,0.692396678,-4.484811538,RPL14,Rpl14
9791,RPL15,2613.93,1935.63,1378.73,1267.89,1811.2,1857.1,2829.62,1007.79,1475.16,1717.41,1859.27,986.658,2120.7,1531.24,1167.97,1495.4,1223.73,2803.36,1879.84,855.589,1901.75,1675.72,2025.12,1340.18,1735.83,1494.6,1504.49,1276.75,221475_s_at,RPL15,6138,-342.3219867,1670.452036,-1.141309658,0.263807464,0.809585044,-4.578154055,RPL15,Rpl15
9792,RPL17-C18orf32,3928.02,4069,2859.68,3430.99,4090.61,3322.09,4580.86,2767.1,3178.15,5209.55,3860.6,2259.94,4001.93,2880.87,2596.91,3140.89,3155.71,6945.81,3548.54,2676.99,3735.93,3977.1,3334.23,4917.75,4999.15,3977.32,3942.96,3703.66,212537_x_at,RPL17-C18orf32,100526842,150.5256,3753.297857,0.254786628,0.800827188,0.966873569,-4.684654431,RPL17-C18orf32,Gm10362
9793,RPL18,4058.43,3609.56,2671.08,3458.5,2795.23,3473.19,4603.2,2410.73,2148.61,3774.07,3042.09,2150.41,3105.89,2432.57,2654.23,2749.73,2563.41,4777.14,2395.79,2001.82,3099.84,2852.21,3277.3,4136.39,3843.51,2348.66,2930.04,2983.63,200022_at,RPL18,6141,-406.0290667,3083.830714,-0.915248824,0.368199267,0.868972506,-4.617137885,RPL18,Rpl18
9794,RPL19,3262.88,3789.44,2341.1,3057.88,3139.52,3025.46,3893.29,2258.34,2706.63,3843.49,2753.36,2154.06,2766.97,2228.98,2506.58,2710.13,2176.87,4500.21,2381.47,2288.53,2447.08,3141.09,3345.99,4272.2,2940.62,2978.62,3201.51,2659.83,200029_at,RPL19,6143,-195.9916,2956.1475,-0.502961956,0.619087538,0.935186834,-4.667900515,RPL19,Rpl19
9796,RPL22,3978.82,3016.93,3024.17,2667.02,3518.99,3253.61,4575.2,2762.71,2885.75,5379.57,3836.94,2049.75,2911.76,3170.21,2998.16,3282.71,3446.64,4880.91,3860.43,2468.72,3669.09,4611.31,3599.19,4235.22,4019.09,4072.49,5742.28,2564.91,221775_x_at,RPL22,6146,278.5330667,3588.663571,0.515576325,0.610365224,0.932139651,-4.6667636,RPL22,Rpl22
9801,RPL24,3518.84,3006.84,1673.3,2904.7,3546.73,3150.41,3934.93,2621.41,2744.26,4396.79,2352.35,2161.79,3292.88,2896.68,2446.98,2233.99,1591.76,4299.42,2380.69,1589.5,2051.14,2481.66,3244.01,3550.44,3479.79,2336.61,4697.52,3734.31,200013_at,RPL24,6152,231.8366667,2939.990357,0.452164148,0.654778723,0.940982644,-4.672202699,RPL24,Rpl24
9803,RPL27,3454.53,4082.04,3127.02,3395.86,3573.04,3299.1,4425.69,2657.3,3209.64,3541.32,3296.08,2515.69,3031.25,2736.41,2818.82,3404.53,3037.18,6104.18,3485.49,2740.09,3491.71,3894.51,3330.1,4013.96,3687.37,3994.33,4696.3,3047.96,200025_s_at,RPL27,6155,-57.4136,3503.267857,-0.128360411,0.898819346,0.988114936,-4.689004624,RPL27,Rpl27
9804,RPL27A,166.287,165.347,255.78,150.553,138.392,141.724,206.127,114.937,180.803,61.672,189.071,103.243,122.247,156.762,149.362,170.141,93.4694,70.6238,105.029,103.151,190.344,48.854,187.539,215.762,360.513,230.308,238.264,260.486,212044_s_at,RPL27A,6157,-36.22957867,163.4568286,-0.874340357,0.389678346,0.877111053,-4.623386057,RPL27A,Rpl27a
9805,RPL29,3294.23,3769.98,2801.95,2524.82,2593.81,2880.33,3850.07,1824.92,2493.1,2828.46,3150.17,1353.78,3286.71,3132.21,2068.11,2632.49,2643.85,5842.71,1874.22,2288.19,3943.14,3754.22,2687.53,2639.98,3381.04,2221.48,2101.49,1658.31,213969_x_at,RPL29,6159,-502.5144,2840.046429,-0.930844014,0.360219782,0.86470836,-4.614689011,RPL29,Rpl29
9806,RPL3,5096.83,7020.2,3526.82,4579.3,4234.86,3710.6,5462.8,3079,3864.24,5741.38,5267.92,2767.12,4267.05,3314.14,4219.15,4541.72,3644.21,6879.72,3793.9,1653.19,5189.58,4488.19,3916.27,5714.44,5646.25,3437.16,3449.63,3192.25,215963_x_at,RPL3,6122,-972.4538667,4346.354286,-1.343303066,0.190406149,0.762006302,-4.53737225,RPL3,Rpl3
9807,RPL30,5241.13,6104.23,4574.22,4294.88,4310.76,4673.65,5989.57,3408.21,4511.31,4061.38,5574.78,3448.31,3953.09,3354.32,3710.57,4698.1,4312.71,7078.65,4564.94,3981.75,5000.2,5615.78,5315.75,5003.45,6519.97,4363.36,7069.65,4947.54,200062_s_at,RPL30,6156,-516.0194667,4845.795,-0.833624975,0.411839301,0.888081456,-4.629349214,RPL30,Rpl30
9808,RPL31,5191.06,5118.46,4616.64,5170.41,4277.52,4393.04,6147.82,3793.3,4341.31,5893.3,5646.76,2896.32,4546.52,3758.17,4098.87,4976.31,4796.41,8228.18,4990.64,4739.69,5368.98,5864.42,5200.01,6111.93,7796.32,5728.31,7356.8,4336.95,200963_x_at,RPL31,6160,242.9449333,5192.301786,0.332804199,0.741863888,0.956192144,-4.680550639,RPL31,Rpl31
9809,RPL32,4568.33,4934.83,4102.27,3045.2,3543.38,3777.08,4907.95,2503.23,3791.27,4680.33,4612.56,1911.67,3571.73,3364.9,3276.21,3871.26,3919.82,6352.29,2537.82,3988.29,4775.99,4893.67,4338.95,3021.73,5089.56,3134.93,2643.88,2890.59,200674_s_at,RPL32,6161,-757.3717333,3858.918571,-1.288537537,0.208539929,0.776983241,-4.548949736,RPL32,Rpl32l
9810,RPL34,4965.13,5119.19,3966.49,4445.91,4223.43,3876.99,5409.47,3562.42,4604.29,5061.77,4873.41,2957.69,3565.41,3770.44,4104.22,3239.11,3638,5509.19,3347.26,1566.05,4674.16,4888.46,5061.63,4890.97,3225.41,4003.36,5488.84,2093.52,200026_at,RPL34,6164,-600.3469333,4147.579286,-1.006798749,0.323009379,0.844771775,-4.602242874,RPL34,Rpl34-ps2
9811,RPL35,2567.94,2806.84,1917.56,2662.75,2228.32,2761.86,3655.56,1598.53,2164.75,2468.94,2555.31,1260.92,2576.84,2469.08,2253.97,1779.08,1835.56,5649.74,1536.33,1850.22,2429.57,3067.55,3215.52,2237.92,2673.22,1963.83,2209.73,1711.15,200002_at,RPL35,11224,1.87,2432.449643,0.003687974,0.997084664,0.999026602,-4.690486343,RPL35,Rpl35
9812,RPL35A,2765.84,2415.19,2034.56,2478.38,3571.77,2759.11,3568.31,1935.62,2086.54,3179.33,2481.69,1917.04,2039.36,1965.86,1762.44,2225.37,1717.28,4350.93,2763.99,2058.34,2581.85,3221.26,2436.14,2810.84,2910.43,2152.32,2607.15,2759.56,213687_s_at,RPL35A,6165,168.4397333,2555.589286,0.447580972,0.658042018,0.941575711,-4.672569002,RPL35A,Rpl35a
9813,RPL36,1676.08,2061.4,1495.39,2238.28,2351.33,2145.08,2468.26,1287.26,1470.77,2663.16,1681.35,728.097,2524.66,1362.42,1105.3,1041.34,1242.59,3880.97,1035.64,1054.19,1377.62,2237.11,1468.22,1840.7,2221.42,970.562,1096.57,1644.64,219762_s_at,RPL36,25873,-18.78844,1727.514607,-0.044574523,0.964775951,0.994669966,-4.690308652,RPL36,Gm4604
9815,RPL36AL,1318.13,803.548,1326.1,693.775,860.221,1341.1,1532.53,656.371,893.523,645.918,954.228,488.861,1020.96,398.302,882.099,773.289,924.946,1339.48,512.966,796.254,819.914,1061.33,1398.29,523.04,746.855,727.837,585.418,617.94,207585_s_at,RPL36AL,6166,-301.4414533,880.1151786,-1.672940081,0.105940186,0.661494966,-4.460327493,RPL36AL,Rpl36al
9816,RPL37,3555.97,3278.04,3118.12,3122.49,3454.54,3295.57,4291.25,2344.91,2807.66,3453.88,4078.76,1745.15,2807,2386.14,2678.87,3361.9,2666.56,4766.36,3804.77,2569.78,3422.4,4009.44,3426.54,3735.04,3466.23,2165.35,4294.88,2322.87,200092_s_at,RPL37,6167,-98.24306667,3229.659643,-0.223065989,0.825170655,0.971933178,-4.686014156,RPL37,Rpl37
9817,RPL37A,5853.35,8709.29,5324.54,5766.49,7339.6,5293.47,6389.66,4987.58,6034.85,6865.81,6456.65,5045.68,5206.03,5432.51,5726.21,6279.03,5181.53,8180.46,7246.26,4668.38,6133.18,6634.94,6734.32,7534.13,10050.6,10615.7,11616.8,6970.59,201429_s_at,RPL37A,6168,106.5584,6724.201429,0.09992804,0.921143043,0.991895088,-4.689588623,RPL37A,Rpl37a
9818,RPL38,4210.41,3702.81,3823.75,3766.85,4121.46,3741.36,4891.49,3764.98,3716.79,4618.01,4282.41,2368.81,3505.13,3021.3,2860.61,3557.49,3389.63,6562.22,3490.37,2369.01,3740.99,4440.94,4031.78,4831.63,3890.12,4080.21,7022.32,3359.32,202029_x_at,RPL38,6169,64.68586667,3970.078571,0.104879814,0.917249898,0.991580596,-4.689497358,RPL38,Rpl38
9819,RPL39,4778.26,5411.72,4314.42,4294.29,4912.2,3996.33,5779.45,3845.06,4259.74,5068.18,4709.47,3294.46,3680.22,3816.75,3824.61,4958.14,4143.45,5797.81,4423.86,3667.05,4345.81,4744.6,4776.45,4934.74,5537.75,6079.65,6299.07,5345.26,208695_s_at,RPL39,6170,-173.424,4679.957143,-0.361677358,0.720420846,0.952078079,-4.678759605,RPL39,Rpl39
9820,RPL39L,41.444,37.1531,33.1916,3.54188,15.3775,58.7594,48.0503,37.1169,20.0725,6.90501,48.7288,119.839,2.31347,2.00613,61.2288,33.5199,27.1624,55.9252,9.56322,23.6919,62.2306,52.5331,38.1683,4.11148,2.20704,5.67587,63.2812,1.44151,210115_at,RPL39L,116832,-5.1248436,32.68714679,-0.303591762,0.763776496,0.960136358,-4.682213332,RPL39L,Rpl39l
9821,RPL3L,9.35102,47.1372,4.36645,13.9405,14.9087,13.3072,22.0171,3.67641,23.3314,5.84143,26.5022,13.2622,25.3319,5.16882,5.71467,13.2669,5.53444,8.91224,5.79736,13.3903,14.8039,7.78736,6.98346,2.0745,18.6666,7.87447,6.1416,16.017,206768_at,RPL3L,6123,-8.2747836,12.89669036,-1.417473929,0.16783277,0.734536215,-4.521106703,RPL3L,Rpl3l
9822,RPL41,5819.8,7882.81,5457.37,5515.48,6578.79,5176.02,6893.82,4851.35,5581.77,6655.43,6291.61,4044.62,5005.56,6203.48,5203.04,5999.85,5931.64,8479.55,6343.34,6880.46,5872.28,6521.7,6667.35,6237.3,10184.9,7957.23,11289.7,6312.15,201492_s_at,RPL41,6171,120.4768,6494.228571,0.127985857,0.89911292,0.988114936,-4.689013261,RPL41,Rpl41
9823,RPL5,3935.11,3163.25,1881.26,2619.49,2873.38,2873.95,3702.18,1786.75,2002.6,3454.91,2415.17,1512.52,2325.71,2155.29,2074.43,2232.93,1319.49,1894.44,1682.08,1683.61,2543.68,2482.05,3056.78,1658.85,2429.49,3130.43,1606.26,2026.64,213080_x_at,RPL5,6125,-691.4822667,2375.811786,-1.730086872,0.09508295,0.645715183,-4.445810071,RPL5,Rpl5
9824,RPL6,2758.35,2771.5,1341.87,2381.91,3248.84,2390.56,3375.64,2078.07,1963.94,3280.95,2468.03,2007.73,2455.79,2922.73,2264.99,2642.12,1651.79,3016.43,2531.03,1278.79,1935.24,2787.79,2399.03,3141.76,3414.56,2754.3,1867.23,2258.1,200034_s_at,RPL6,6128,210.1206667,2478.181071,0.596271148,0.555982819,0.921293269,-4.658851746,RPL6,Rpl6
9825,RPL7,5165.2,6368.33,3910.02,4894.84,5285.44,4407.62,6209.57,3798.43,4317.41,5856.15,5686.92,4159.43,4321.75,4230.83,4449.55,5261.18,4675.98,7008.03,5272.05,4433.08,5429.33,5065.7,5158.11,6156.58,7273.46,5905.86,6810.76,5448.1,200717_x_at,RPL7,6129,112.7964,5248.561071,0.195257043,0.846660198,0.975888188,-4.687058651,RPL7,Rpl7
9826,RPL8,3640.12,3933.44,2992.44,3268.58,2845.21,3513.04,4123.77,2286.86,2783.85,4030.77,3146.99,2177.49,3886.52,2756.85,2732.7,2755.48,3170.52,6818.17,3094.08,3125.35,3791.05,3997.72,2808.12,3541.69,4648.06,2536.88,3282.99,2826.58,200936_at,RPL8,6132,-164.0272,3375.547143,-0.298099464,0.7679194,0.960136358,-4.682509111,RPL8,Rpl8
9827,RPL9,4505.75,4107.34,3933.94,4304.47,4329.42,4042.1,5201.68,3661.58,3628.3,5106.97,4712.82,3109.54,3276.26,3817.9,3900.67,3940.89,3303.19,4829.22,5200.38,2334.27,5015.52,5484.33,4485.58,4789.21,4897.18,4080.94,6220.84,3645.94,200032_s_at,RPL9,6133,110.4246667,4280.936786,0.218572666,0.828634008,0.972668829,-4.686192272,RPL9,Rpl9
